param_value,timestep,ranking,count,total,proportion
0.25,12,3,1,280,0.0035714285714285713
0.25,12,4,8,280,0.02857142857142857
0.25,12,5,7,280,0.025
0.25,12,6,14,280,0.05
0.25,12,7,36,280,0.12857142857142856
0.25,12,8,96,280,0.34285714285714286
0.25,12,9,104,280,0.37142857142857144
0.25,12,10,4,280,0.014285714285714285
0.25,13,1,9,280,0.03214285714285714
0.25,13,2,2,280,0.007142857142857143
0.25,13,3,2,280,0.007142857142857143
0.25,13,4,7,280,0.025
0.25,13,5,4,280,0.014285714285714285
0.25,13,6,16,280,0.05714285714285714
0.25,13,7,26,280,0.09285714285714286
0.25,13,8,118,280,0.42142857142857143
0.25,13,9,91,280,0.325
0.25,13,10,5,280,0.017857142857142856
0.25,14,1,9,280,0.03214285714285714
0.25,14,2,2,280,0.007142857142857143
0.25,14,3,3,280,0.010714285714285714
0.25,14,4,5,280,0.017857142857142856
0.25,14,5,3,280,0.010714285714285714
0.25,14,6,17,280,0.060714285714285714
0.25,14,7,29,280,0.10357142857142858
0.25,14,8,107,280,0.3821428571428571
0.25,14,9,100,280,0.35714285714285715
0.25,14,10,5,280,0.017857142857142856
0.25,15,1,7,265,0.026415094339622643
0.25,15,2,3,265,0.011320754716981131
0.25,15,3,3,265,0.011320754716981131
0.25,15,4,6,265,0.022641509433962263
0.25,15,5,3,265,0.011320754716981131
0.25,15,6,14,265,0.052830188679245285
0.25,15,7,23,265,0.08679245283018867
0.25,15,8,102,265,0.3849056603773585
0.25,15,9,100,265,0.37735849056603776
0.25,15,10,4,265,0.01509433962264151
0.25,16,1,5,240,0.020833333333333332
0.25,16,2,1,240,0.004166666666666667
0.25,16,3,4,240,0.016666666666666666
0.25,16,4,4,240,0.016666666666666666
0.25,16,5,3,240,0.0125
0.25,16,6,7,240,0.029166666666666667
0.25,16,7,27,240,0.1125
0.25,16,8,97,240,0.4041666666666667
0.25,16,9,89,240,0.37083333333333335
