Timestamp,Trial #,Graph Type,Param Value,Communication Style,Bot Present,Agreement Level,Is DeGroot Baseline
8,0,random_geometric,0.25,Assertive,Y,3.3880397614096602,True
8,0,random_geometric,0.25,Assertive,Y,4.44445850795209,True
8,0,random_geometric,0.25,Assertive,Y,4.611708271288688,True
8,0,random_geometric,0.25,Assertive,Y,4.44445850795209,True
8,0,random_geometric,0.25,Assertive,Y,5.174688143307401,True
8,0,random_geometric,0.25,Assertive,Y,4.609405025118615,True
8,0,random_geometric,0.25,Assertive,Y,5.281631179802002,True
8,0,random_geometric,0.25,Assertive,Y,4.602225404189801,True
8,0,random_geometric,0.25,Assertive,Y,4.6072072420278,True
8,0,random_geometric,0.25,Assertive,Y,3.4110136021431368,True
8,0,random_geometric,0.25,Assertive,Y,4.568895204337949,True
8,0,random_geometric,0.25,Aggressive,Y,4.597332183926655,True
8,0,random_geometric,0.25,Aggressive,Y,4.233828667763721,True
8,0,random_geometric,0.25,Aggressive,Y,4.6138158266433535,True
8,0,random_geometric,0.25,Aggressive,Y,4.602234104732748,True
8,0,random_geometric,0.25,Aggressive,Y,4.604221219389759,True
8,0,random_geometric,0.25,Aggressive,Y,4.545048226779386,True
8,0,random_geometric,0.25,Aggressive,Y,4.880194003217265,True
8,0,random_geometric,0.25,Aggressive,Y,4.663260484119382,True
8,0,random_geometric,0.25,Passive,Y,4.510543369851985,True
8,0,random_geometric,0.25,Passive,Y,5.281631179802002,True
8,0,random_geometric,0.25,Passive,Y,4.107921757940872,True
8,0,random_geometric,0.25,Passive,Y,4.225448905880328,True
8,0,random_geometric,0.25,Passive,Y,4.378876988002524,True
8,0,random_geometric,0.25,Passive,Y,3.6302139089104393,True
8,0,random_geometric,0.25,Passive,Y,4.616107298695344,True
8,0,random_geometric,0.25,Passive,Y,5.2929264128404725,True
8,0,random_geometric,0.25,Passive,Y,3.5657948701790945,True
8,0,random_geometric,0.25,Passive,Y,4.613951561292828,True
8,0,random_geometric,0.25,Passive,Y,3.5645196071860465,True
