param_value,timestep,communication_style,mean_ranking,std_ranking,count
0.7,12,Passive,7.219178082191781,2.155397458465,73
0.7,12,Passive-Aggressive,7.0625,1.7793884916609186,48
0.7,13,Aggressive,7.8125,1.7703978396502575,48
0.7,13,Assertive,7.581081081081081,1.9863007315297263,74
0.7,13,Passive,7.506849315068493,1.7088274705776805,73
0.7,13,Passive-Aggressive,7.104166666666667,2.1560363883296167,48
0.7,14,Aggressive,8.104166666666666,1.4621404207288298,48
0.7,14,Assertive,7.72972972972973,1.8078769604250007,74
0.7,14,Passive,7.602739726027397,1.72191532592341,73
0.7,14,Passive-Aggressive,7.25,2.178228833493816,48
0.7,15,Aggressive,7.75,1.9839783801155586,48
0.7,15,Assertive,7.621621621621622,1.780431706173539,74
0.7,15,Passive,7.3561643835616435,2.2321505761988734,73
0.7,15,Passive-Aggressive,6.895833333333333,2.3451133741439145,48
0.7,16,Aggressive,7.8125,1.8754432100286464,48
0.7,16,Assertive,7.756756756756757,1.936037549242526,74
0.7,16,Passive,7.5479452054794525,1.8184325965146386,73
0.7,16,Passive-Aggressive,7.458333333333333,1.8330109323226047,48
0.7,17,Aggressive,7.895833333333333,1.519232495665665,48
0.7,17,Assertive,7.986486486486487,1.41898326752415,74
0.7,17,Passive,7.534246575342466,1.667351457491974,73
0.7,17,Passive-Aggressive,7.666666666666667,1.6800878058783097,48
0.7,18,Aggressive,7.895833333333333,1.8362726276674077,48
0.7,18,Assertive,7.945945945945946,1.6123826655145588,74
0.7,18,Passive,7.890410958904109,1.523534303260536,73
0.7,18,Passive-Aggressive,7.833333333333333,1.2937383295118943,48
0.7,19,Aggressive,8.0,1.6242838028929625,48
0.7,19,Assertive,8.08108108108108,1.7731386671836549,74
0.7,19,Passive,7.972602739726027,1.508978708521153,73
0.7,19,Passive-Aggressive,7.791666666666667,1.4725622962415064,48
0.7,20,Aggressive,7.75,1.5642277681457704,48
0.7,20,Assertive,7.824324324324325,1.7700561720682582,74
0.7,20,Passive,7.726027397260274,1.2830115827463087,73
0.7,20,Passive-Aggressive,7.770833333333333,0.8052905735207747,48
